,SignatureLSTM-2-2,SignatureGRU-2-2,SignatureLSTM-3-2,SignatureGRU-3-2,SignatureLSTM-3-3,SignatureGRU-3-3,SignatureLSTM-2_10-2,SignatureGRU-2_10-2,SignatureLSTM-3-3-3,SignatureGRU-3-3-3,SignatureLSTM-4-4,SignatureGRU-4-4,SignatureLSTM-3-3-flatten,SignatureGRU-3-3-flatten,GRU,LSTM,GRU-3,LSTM-3,GRU-flatten,LSTM-flatten
1,0.009897445444253422,0.007153985365492253,0.004329081563253155,0.00973425517198959,0.010295768133946887,0.010703839112287795,0.005692514448500374,0.005506673189627383,0.0029435034565494,0.008687537942303819,0.0033060335010670914,0.004172020262358284,0.00850516074688212,0.005416668178312056,0.003274179006081726,0.0017495918841542364,0.007134621334854268,0.010615850857572143,0.01312736350838356,0.0035719904652473725
6,0.0030794918530059044,0.007738166361008075,0.008438333415205598,0.011691705741367674,0.006813864358331239,0.0038162345277200074,0.005397516225595943,0.003905159321601103,0.005677314136766722,0.006669568571318727,0.004752545769410043,0.0026682289765047607,0.0068831670422121564,0.0044927160134444945,0.007002320250767667,0.007469474411134546,0.01548524728285961,0.004716376036695123,0.0022345019515244277,0.004890978491995618
