,SignatureLSTM-2-2,SignatureGRU-2-2,SignatureLSTM-3-2,SignatureGRU-3-2,SignatureLSTM-3-3,SignatureGRU-3-3,SignatureLSTM-2_10-2,SignatureGRU-2_10-2,SignatureLSTM-3-3-3,SignatureGRU-3-3-3,SignatureLSTM-4-4,SignatureGRU-4-4,SignatureLSTM-3-3-flatten,SignatureGRU-3-3-flatten,GRU,LSTM,GRU-3,LSTM-3,GRU-flatten,LSTM-flatten
1,0.00015319753240573995,0.00011069988786070236,6.736326525407241e-05,0.00015055279014281433,0.00015945377219611165,0.00016533672381489564,8.850891012426126e-05,8.512988232768271e-05,4.5844375441654006e-05,0.00013405022671499005,5.146023343788798e-05,6.477196753514137e-05,0.0001314263841930791,8.34988746971172e-05,5.088306647945114e-05,2.7225889366725015e-05,0.00011071639149919565,0.0001638514442087754,0.00020189840323247432,5.5356653138144964e-05
6,4.690498467768981e-05,0.00011677446356467032,0.00012849920856032094,0.0001727054200070578,0.00010311051531617548,5.7635190836609136e-05,8.225528144723424e-05,5.9223577068235074e-05,8.709483562128799e-05,0.00010088469228426512,7.237932212327973e-05,4.055137170053426e-05,0.00010464791693591805,6.755855658770312e-05,0.00010665426140050329,0.00011295229729234489,0.00023225312325290119,7.184521428681777e-05,3.401822215897385e-05,7.440566702937487e-05
